term	component	std.error	z.ratio	bound	%ch	PVE	feature
Cohort	0.0665247347247106	0.0416718292320041	1.59639583744549	P	0	0.0669403082510335	Acetatifactor
Batch	0.0184385851081154	0.0269742979641841	0.683561260152083	P	0.1	0.0185537691500435	Acetatifactor
Cage	0.0128322581363876	0.0281442430394341	0.455946110130154	P	0.1	0.0129124200007903	Acetatifactor
vm(Mouse, kinship.mat.x2)	0.0879234997194719	0.0814137758515214	1.07995850579173	P	0.1	0.0884727492426196	Acetatifactor
units!R	0.808072801417032	0.0787655266842969	10.2592191715533	P	0	0.813120753355513	Acetatifactor
Cohort	0.0422365866044744	0.02922859753718	1.44504321669036	P	0	0.0423569495945805	Acutalibacter
Batch	6.00825718983434e-08	NA	NA	B	NA	6.02537911797372e-08	Acutalibacter
Cage	0.0464044550510631	0.034786342240039	1.33398489357848	P	0	0.0465366953529722	Acutalibacter
vm(Mouse, kinship.mat.x2)	0.0244531222088435	0.0765572439260706	0.319409646361581	P	0	0.024522807075522	Acutalibacter
units!R	0.884064141061431	0.081082661263204	10.9032452473613	P	0	0.886583487723134	Acutalibacter
Cohort	0.119952492871329	0.0668910102466001	1.79325282170373	P	0.1	0.12496486358678	Adlercreutzia
Batch	0.034516721506742	0.0305008135123918	1.13166560271314	P	0.3	0.0359590475470967	Adlercreutzia
Cage	0.034383095832545	0.0259850357023898	1.32318832370828	P	0	0.035819838150543	Adlercreutzia
vm(Mouse, kinship.mat.x2)	0.203613366303461	0.0789178766313356	2.5800664563574	P	0.3	0.212121615278567	Adlercreutzia
units!R	0.567424083122476	0.0643899291852166	8.8123110291097	P	0	0.591134635437014	Adlercreutzia
Cohort	0.032692608253439	0.0351565342607356	0.929915560247689	P	0.1	0.0319210918104122	AF3328
Batch	0.0343605901129911	0.0367685584010885	0.93451012515013	P	0.1	0.0335497107833651	AF3328
Cage	0.105588746960731	0.0397969734436503	2.6531853511483	P	0	0.103096946555964	AF3328
vm(Mouse, kinship.mat.x2)	0.182625529251119	0.0857033145156862	2.13090392458151	P	0.1	0.178315729383166	AF3328
units!R	0.668902013345535	0.0735539376010155	9.09403405394711	P	0	0.653116521467092	AF3328
Cohort	0.0650990091683539	0.0428453553088726	1.51939477917862	P	0	0.0678573094718999	Akkermansia
Batch	0.0208861270937321	0.0265554778241791	0.786509180215732	P	0	0.0217710900361566	Akkermansia
Cage	0.0577600091542387	0.0309107659894508	1.86860491176281	P	0	0.0602073497945691	Akkermansia
vm(Mouse, kinship.mat.x2)	0.182809996149337	0.0823934011999607	2.2187455971829	P	0.3	0.19055581093687	Akkermansia
units!R	0.632796322189495	0.0702911120713007	9.00250833345203	P	0	0.659608439760504	Akkermansia
Cohort	0.567754245164296	0.251394610803841	2.25841852118026	P	0.2	0.547717024601545	Alistipes
Batch	0.0133971734590282	0.0205011658167614	0.653483493513082	P	1	0.0129243595227127	Alistipes
Cage	0.0887950615818636	0.0253649884588549	3.50069394771853	P	0.2	0.0856613003657163	Alistipes
vm(Mouse, kinship.mat.x2)	0.0801865952161045	0.0390245185032046	2.05477474909831	P	0.1	0.0773566445671998	Alistipes
