term	component	std.error	z.ratio	bound	%ch	PVE	feature
Cohort	0.0231096767120606	0.0247210850726272	0.934816438848356	P	0	0.0221364706385723	Acetatifactor
Batch	6.80487309045093e-08	NA	NA	B	NA	6.51830292750755e-08	Acetatifactor
Cage	0.0854179654646551	0.0370922357469483	2.30285297568461	P	0	0.0818208020853928	Acetatifactor
vm(Mouse, kinship.mat.x2)	0.262970705306347	0.103331233409439	2.54492951094809	P	0	0.251896353607603	Acetatifactor
units!R	0.672465506693121	0.0840940803947577	7.99658553296983	P	0	0.644146308485403	Acetatifactor
Cohort	0.0362037390250044	0.0339515899956302	1.06633412543165	P	0	0.0359996507793868	Acutalibacter
Batch	1.07909889457521e-07	NA	NA	B	NA	1.07301578254942e-07	Acutalibacter
Cage	0.0885853727194625	0.0387657001330471	2.28514827322685	P	0	0.0880859979644626	Acutalibacter
vm(Mouse, kinship.mat.x2)	0.177007776844049	0.0910575666725753	1.94391068542972	P	0	0.176009946022988	Acutalibacter
units!R	0.70387217642964	0.0794367215867189	8.86079085805728	P	0	0.699904297931584	Acutalibacter
Cohort	0.12867607453931	0.0769428231147952	1.67235967345949	P	0	0.129800558995211	Adlercreutzia
Batch	1.23747679187654e-07	NA	NA	B	NA	1.24829095000178e-07	Adlercreutzia
Cage	0.0706929590916632	0.0334683170224439	2.11223525354611	P	0	0.0713107362031024	Adlercreutzia
vm(Mouse, kinship.mat.x2)	0.247957904573875	0.0867958069715674	2.85679588940398	P	0	0.250124778333503	Adlercreutzia
units!R	0.544009766913189	0.0672787722766962	8.08590508572079	P	0	0.548763801639088	Adlercreutzia
Cohort	7.34134459466434e-08	NA	NA	B	NA	6.95727441447456e-08	AF3328
Batch	2.94935324189032e-08	NA	NA	B	NA	2.79505471844553e-08	AF3328
Cage	0.165520162994846	0.0474457014417871	3.48862295139485	P	0	0.156860801210811	AF3328
vm(Mouse, kinship.mat.x2)	0.164203602253642	0.095893726661669	1.71234978522613	P	0	0.155613117732427	AF3328
units!R	0.725480247322677	0.0834043407424519	8.69835119928494	P	0	0.687525983533471	AF3328
Cohort	5.64358225983146e-08	NA	NA	B	NA	5.69564909777919e-08	Akkermansia
Batch	0.0138038669188814	0.0302615621490744	0.456151828873899	P	0.1	0.013931219311179	Akkermansia
Cage	0.251669818933832	0.0600205610905696	4.19306008409465	P	0.2	0.253991686690067	Akkermansia
vm(Mouse, kinship.mat.x2)	0.16767935641782	0.0833225457640404	2.01241278552227	P	0.3	0.169226340846473	Akkermansia
units!R	0.557705390457237	0.0699652776786964	7.97117383023052	P	0	0.56285069619579	Akkermansia
Cohort	0.000877837296011237	0.0348640801867528	0.0251788457148164	P	1.1	0.000822963268084055	Alistipes
Batch	0.000858508599301454	0.0423789608322575	0.0202578964288333	P	1.4	0.000804842817421538	Alistipes
Cage	0.400498897679243	0.0841022911385522	4.76204503179885	P	0	0.375463520627121	Alistipes
vm(Mouse, kinship.mat.x2)	0.146926484029137	0.0763673583582488	1.92394351707029	P	0	0.137742039457811	Alistipes
units!R	0.517516859467313	0.0637834089151663	8.11365946520082	P	0	0.485166633829562	Alistipes
Cohort	7.04077878097366e-08	NA	NA	B	NA	7.17360965073032e-08	AM0715
Batch	0.00513486015602738	0.0182705023221391	0.281046468536623	P	0.2	0.00523173409026419	AM0715
Cage	0.0631398359407462	0.0365300986213297	1.7284332187343	P	0.1	0.0643310279360076	AM0715
vm(Mouse, kinship.mat.x2)	0.217430649637712	0.102602114990732	2.11916342716086	P	0.1	0.221532681984074	AM0715
units!R	0.695777982561594	0.0868766505947767	8.00880303048224	P	0	0.708904484253558	AM0715
Cohort	0.026105075760154	0.0288283759727602	0.905534039961894	P	0	0.0264926870783222	Anaerotignum
Batch	0.00219385356829697	0.0286634611593603	0.0765383341564998	P	0.7	0.00222642817107877	Anaerotignum
Cage	0.0875717797461538	0.0404740067287754	2.16365482006736	P	0	0.0888720561097857	Anaerotignum
vm(Mouse, kinship.mat.x2)	0.103636856984759	0.087013561331399	1.19104258461562	P	0	0.105175669555761	Anaerotignum
units!R	0.765861554218154	0.0818295236781109	9.35923270469946	P	0	0.777233159085052	Anaerotignum
Cohort	0.00615730890582964	0.0156821458416594	0.392631784450877	P	0	0.00615376181735638	Anaerotruncus
Batch	7.06227675899807e-08	NA	NA	B	NA	7.05820833870767e-08	Anaerotruncus
Cage	0.0634840566015768	0.0335033967847661	1.89485433400719	P	0	0.0634474848510197	Anaerotruncus
vm(Mouse, kinship.mat.x2)	0.233032535787258	0.0995948002451955	2.33980624704853	P	0	0.232898290935453	Anaerotruncus
units!R	0.697902437858983	0.0831930844914857	8.3889477367606	P	0	0.697500391814088	Anaerotruncus
Cohort	0.107192621543292	0.0654496263104456	1.63778813701469	P	0	0.100408767661337	AnaerovoracaceaeNOV
Batch	7.56398007285657e-08	NA	NA	B	NA	7.08528168073304e-08	AnaerovoracaceaeNOV
Cage	0.0398851763104365	0.0329186288611168	1.21162933239751	P	0	0.0373609801087721	AnaerovoracaceaeNOV
vm(Mouse, kinship.mat.x2)	0.173003146914311	0.0969258795753332	1.7849014904203	P	0	0.162054370283159	AnaerovoracaceaeNOV
units!R	0.747481345309425	0.0854419255501173	8.74841408941537	P	0	0.700175811093915	AnaerovoracaceaeNOV
Cohort	0.0441584497202374	0.0358450740582831	1.23192519140669	P	0	0.0480101104889105	Angelakisella
Batch	2.65433366612159e-07	NA	NA	B	NA	2.88585431309945e-07	Angelakisella
Cage	0.11665883459428	0.0384172946955599	3.03662284184116	P	0	0.126834242910755	Angelakisella
vm(Mouse, kinship.mat.x2)	0.15829108392053	0.0793015640306797	1.99606509474758	P	0	0.172097808609238	Angelakisella
units!R	0.600665332076515	0.0689433049108639	8.71245341158375	P	0	0.653057549405666	Angelakisella
Cohort	0.0257546051267414	0.0259396543740201	0.992866163727148	P	0	0.0276806730224957	ASF356
Batch	3.47334311416208e-07	NA	NA	B	NA	3.73309839405106e-07	ASF356
Cage	0.0949056873035443	0.0372289681907843	2.54924302003721	P	0	0.102003245062256	ASF356
vm(Mouse, kinship.mat.x2)	0.0798892634262253	0.0887571086386955	0.900088619959798	P	0	0.08586381223967	ASF356
units!R	0.729868410909091	0.0826848139219165	8.82711560067539	P	0	0.784451896365739	ASF356
Cohort	0.0263684293027626	0.0283469093584608	0.930204734820317	P	0	0.0260619417711646	Bacteroides
Batch	1.63598000307353e-07	NA	NA	B	NA	1.61696455595954e-07	Bacteroides
Cage	0.105663624918686	0.0427950195661783	2.46906359641424	P	0	0.104435467442593	Bacteroides
vm(Mouse, kinship.mat.x2)	0.117343517475255	0.0882175058190476	1.33016135953732	P	0	0.115979601384271	Bacteroides
units!R	0.762384230032863	0.0828919597545913	9.19732423132433	P	0	0.753522827705516	Bacteroides
Cohort	0.0267978680786671	0.0568969021408764	0.470989932146319	P	4.6	0.0264565148256541	Bifidobacterium
Batch	0.0129521825345299	0.0511758401054782	0.253091742272022	P	6.5	0.012787196662191	Bifidobacterium
Cage	0.403333129800353	0.082077518264495	4.91405123264828	P	0.1	0.39819544214919	Bifidobacterium
vm(Mouse, kinship.mat.x2)	3.75551679559841e-08	NA	NA	B	NA	3.70767874105022e-08	Bifidobacterium
units!R	0.56981920909934	0.0372015978429927	15.3170627644606	P	0	0.562560809286177	Bifidobacterium
Cohort	0.0488464942674955	0.0458541777227327	1.06525722831312	P	0	0.0507333070853504	BorkfalkiaceaeNOV
Batch	0.0198285169505862	0.0410942031610334	0.482513722747837	P	0.4	0.0205944409028055	BorkfalkiaceaeNOV
Cage	0.150348417800115	0.0491002250335138	3.06207186825505	P	0.1	0.156155985489537	BorkfalkiaceaeNOV
vm(Mouse, kinship.mat.x2)	9.65410850291745e-08	NA	NA	B	NA	1.00270215633413e-07	BorkfalkiaceaeNOV
units!R	0.743785663782926	0.0764934089943202	9.72352616469419	P	0	0.772516166252091	BorkfalkiaceaeNOV
Cohort	0.010152105986194	0.0153121792684905	0.663008563848586	P	0	0.0104843042988418	ButyricicoccaceaeNOV
Batch	8.74930412791401e-08	NA	NA	B	NA	9.03559980608046e-08	ButyricicoccaceaeNOV
Cage	0.0211221283904333	0.029386160729621	0.71877808689525	P	0	0.0218132889654287	ButyricicoccaceaeNOV
vm(Mouse, kinship.mat.x2)	0.0724239266448847	0.0894539453705746	0.809622497306957	P	0	0.0747937902238775	ButyricicoccaceaeNOV
units!R	0.864616452854381	0.089037497202039	9.71070032317329	P	0	0.892908526155854	ButyricicoccaceaeNOV
Cohort	0.0270672077671175	0.0341833620035721	0.791824038966354	P	0	0.0256347242905364	CAG115
Batch	0.0484394733714901	0.0350234230045236	1.38305937044571	P	0	0.0458759010290469	CAG115
Cage	0.00654135194328497	0.0288999694174702	0.226344597421293	P	0.4	0.00619516261138645	CAG115
vm(Mouse, kinship.mat.x2)	0.261229959921038	0.102023442980216	2.56048955308923	P	0.1	0.247404832320347	CAG115
units!R	0.712602595387476	0.0843631396859278	8.44684773516486	P	0	0.674889379748683	CAG115
Cohort	0.0467752533659883	0.0405585484453277	1.15327730303368	P	0	0.0461027435273934	CAG145
Batch	7.64431073720814e-08	NA	NA	B	NA	7.53440488293463e-08	CAG145
Cage	0.0755022060639426	0.0379974454769271	1.98703373651235	P	0	0.0744166753022742	CAG145
vm(Mouse, kinship.mat.x2)	0.136889946534573	0.0925247073214659	1.47949613133026	P	0	0.134921815327909	CAG145
units!R	0.755419715384538	0.0838488061885275	9.00930794036632	P	0	0.744558690498374	CAG145
Cohort	0.0177847806188886	0.0231718309442887	0.767517278269809	P	0	0.0176707541386304	CAG273
Batch	8.07457959657379e-08	NA	NA	B	NA	8.02280972036938e-08	CAG273
Cage	0.0733778447629283	0.0387751037286852	1.8923958340992	P	0	0.0729073853545976	CAG273
vm(Mouse, kinship.mat.x2)	0.117350743365931	0.0909712877908773	1.28997561995268	P	0	0.116598353302289	CAG273
units!R	0.797939386608623	0.0853148233723704	9.35288095394497	P	0	0.792823426976386	CAG273
Cohort	5.44733683603094e-08	NA	NA	B	NA	7.46944744103586e-08	CAG274NOV
Batch	0.0291161634318016	0.0248482789784004	1.17175774857933	P	0	0.0399243995708029	CAG274NOV
Cage	0.0863977182090558	0.032221848107962	2.68133962768284	P	0	0.118469489699885	CAG274NOV
vm(Mouse, kinship.mat.x2)	0.0754563128444034	0.0617715494539374	1.22153828925192	P	0	0.103466515813312	CAG274NOV
units!R	0.538312188468295	0.0586064638643529	9.18520164796568	P	0	0.738139520221526	CAG274NOV
Cohort	0.0501256759058868	0.0459095517757043	1.09183544528557	P	0	0.0531895163598842	CAG303
Batch	0.0220513066100714	0.0355631380719545	0.620060765319844	P	0.1	0.0233991524801657	CAG303
Cage	0.0914455088655185	0.041155910366074	2.22192895387632	P	0.1	0.0970349486952095	CAG303
vm(Mouse, kinship.mat.x2)	0.058337318994806	0.0786462453770135	0.741768646616875	P	0.1	0.0619030811453179	CAG303
units!R	0.720437852477668	0.0782779376558305	9.2035875503678	P	0	0.764473301319423	CAG303
Cohort	0.00541257444492483	0.0247052564938996	0.219085944169871	P	0	0.00578420880825826	CAG41
Batch	3.20891577850154e-08	NA	NA	B	NA	3.42924408704835e-08	CAG41
Cage	0.28964387851097	0.0618012370959767	4.68670033354117	P	0	0.309531201905622	CAG41
vm(Mouse, kinship.mat.x2)	0.0894825587478521	0.0704643065572411	1.26989908962152	P	0	0.095626546990062	CAG41
units!R	0.551211138184821	0.0635355967938627	8.6756269870761	P	0	0.589058008003617	CAG41
Cohort	0.0119930112482813	0.0172152258908056	0.696651401750503	P	0	0.0134982450370611	CAG475
Batch	8.33909442111793e-08	NA	NA	B	NA	9.38572786710012e-08	CAG475
Cage	0.052414517580191	0.0313917467572282	1.66969101737297	P	0	0.0589930241162874	CAG475
vm(Mouse, kinship.mat.x2)	4.16736845889944e-08	NA	NA	B	NA	4.69041172841439e-08	CAG475
units!R	0.824079050515732	0.0536354824243856	15.3644381157101	P	0	0.927508590085256	CAG475
Cohort	0.0152577732534028	0.0318688617164481	0.478767437292183	P	0.5	0.0154541105198872	CAG485
Batch	0.0399624629386514	0.0413680895118539	0.966021477187152	P	0.8	0.0404767005410231	CAG485
Cage	0.102177699709258	0.0448561792228078	2.27789574323139	P	0.4	0.103492523958079	CAG485
vm(Mouse, kinship.mat.x2)	0.033466016946356	0.079459637658069	0.421170017038928	P	0.4	0.0338966581794012	CAG485
units!R	0.796431513544151	0.080534775741609	9.88928703420563	P	0	0.80668000680161	CAG485
Cohort	0.0242385777084115	0.0252481698099864	0.960013256042995	P	0	0.0241899271111633	CAG510
Batch	7.7014205283955e-08	NA	NA	B	NA	7.68596257896986e-08	CAG510
Cage	0.05367799603242	0.035291746324551	1.5209787449673	P	0	0.0535702559415005	CAG510
vm(Mouse, kinship.mat.x2)	0.163031169979714	0.0920210233355872	1.77167308154315	P	0.1	0.162703941052134	CAG510
units!R	0.761063371652256	0.0836972977669529	9.09304591614611	P	0	0.759535799035577	CAG510
Cohort	0.0238187135753224	0.0235258282490116	1.01244952242322	P	0	0.0235171447540791	CAG552NOV
Batch	6.54581521840211e-08	NA	NA	B	NA	6.46293862755485e-08	CAG552NOV
Cage	0.0571383990933463	0.0319286038978542	1.78956772667365	P	0	0.0564149696097254	CAG552NOV
vm(Mouse, kinship.mat.x2)	0.285001077003501	0.104273683821249	2.73320234367153	P	0	0.281392677306631	CAG552NOV
units!R	0.646865105205163	0.0824452315433718	7.845997798731	P	0	0.638675143700178	CAG552NOV
Cohort	7.01065714063904e-08	NA	NA	B	NA	6.92262084855883e-08	CAG56
Batch	0.00779168740537773	0.0301293774270071	0.258607647112996	P	0.4	0.0076938433296432	CAG56
Cage	0.228181127553371	0.0583863193968579	3.90812659387553	P	0	0.225315744182099	CAG56
vm(Mouse, kinship.mat.x2)	0.0839429791284999	0.0838356555393351	1.00128016639787	P	0.3	0.082888865586732	CAG56
units!R	0.692801326882524	0.0766473424011715	9.03881733115295	P	0	0.684101477675317	CAG56
Cohort	8.06485079489305e-08	NA	NA	B	NA	7.94342834042134e-08	CAG582
Batch	0.0260599705317213	0.0351635168432169	0.741108195972394	P	0.2	0.0256676178812016	CAG582
Cage	0.112043456216329	0.0454188603675904	2.46689272495	P	0	0.110356556879035	CAG582
vm(Mouse, kinship.mat.x2)	0.0802044179430788	0.0834797806087713	0.960764599022577	P	0.1	0.0789968795107137	CAG582
units!R	0.796977975063573	0.0823412820884122	9.6789599924839	P	0	0.784978866294767	CAG582
Cohort	6.8950031737072e-08	NA	NA	B	NA	6.75349589931705e-08	CAG776
Batch	3.85931916563238e-08	NA	NA	B	NA	3.78011372911962e-08	CAG776
Cage	0.133630446000486	0.0447524002870956	2.98599505597956	P	0	0.130887926568272	CAG776
vm(Mouse, kinship.mat.x2)	0.205950368429695	0.0977831740553281	2.10619434702706	P	0	0.201723615437432	CAG776
units!R	0.681372266789834	0.0820471841267883	8.30463926387654	P	0	0.6673883526582	CAG776
Cohort	0.0323628080270167	0.0325285936924249	0.99490338663344	P	0	0.0333827121555733	CAG81
Batch	3.11207767874011e-07	NA	NA	B	NA	3.21015386762602e-07	CAG81
Cage	0.140839602856282	0.0436717434621702	3.2249594747295	P	0	0.145278120437868	CAG81
vm(Mouse, kinship.mat.x2)	0.144713738754569	0.0846523419290426	1.7095066179725	P	0	0.149274348559857	CAG81
