term	component	std.error	z.ratio	bound	%ch	PVE	feature
Cohort	2.76611675481092e-08	NA	NA	B	NA	2.58507204855258e-08	Acetatifactor
Batch	0.069372444787388	0.0571064083676214	1.21479264359972	P	0	0.0648319589719894	Acetatifactor
Cage	0.0781255154041454	0.0420074854429863	1.85979985662744	P	0.1	0.0730121336341877	Acetatifactor
vm(Mouse, kinship.mat.x2)	0.33816319342098	0.118336999716579	2.85762858810761	P	0.1	0.316030123327752	Acetatifactor
units!R	0.584373503585376	0.0902641027990082	6.47404101369739	P	0	0.54612575821535	Acetatifactor
Cohort	6.8323720309602e-08	NA	NA	B	NA	7.37371083027398e-08	Acutalibacter
Batch	6.8323720309602e-08	NA	NA	B	NA	7.37371083027398e-08	Acutalibacter
Cage	0.0525674122813508	0.0329453936475061	1.59559217424407	P	0	0.0567324050127873	Acutalibacter
vm(Mouse, kinship.mat.x2)	0.198834762778947	0.107314878580133	1.85281636069201	P	0	0.21458873098455	Acutalibacter
units!R	0.675182984112214	0.0905083263923759	7.45989911674125	P	0	0.728678716528447	Acutalibacter
Cohort	0.122305175480762	0.0805725487700779	1.51795093177172	P	0.2	0.123313178411113	Adlercreutzia
Batch	0.0589378515451062	0.047751171269329	1.23427028025515	P	0	0.0594235998123607	Adlercreutzia
Cage	0.103316951116897	0.0412181446329206	2.50658907714101	P	0	0.104168458741749	Adlercreutzia
vm(Mouse, kinship.mat.x2)	0.0731844643817876	0.0790422415392638	0.925890548605375	P	0.1	0.0737876290006437	Adlercreutzia
units!R	0.634081224907438	0.0740130941862589	8.5671492575588	P	0	0.639307134034134	Adlercreutzia
Cohort	0.0242557757776629	0.0352341714370949	0.688416238791587	P	0.1	0.0225741144449043	AF3328
Batch	7.9408355158621e-08	NA	NA	B	NA	7.39029464018667e-08	AF3328
Cage	0.141076685401483	0.0492663007203574	2.86355345010079	P	0	0.131295789957524	AF3328
vm(Mouse, kinship.mat.x2)	0.326208996551275	0.120384929159795	2.70971623132557	P	0.1	0.30359281387682	AF3328
units!R	0.582953581456594	0.0905025424477522	6.44129508066735	P	0	0.542537207817806	AF3328
Cohort	0.0984270672348237	0.0877213486550106	1.12204233911082	P	0.1	0.102109813785395	Akkermansia
Batch	0.135049762708036	0.0744784286358262	1.81327352337659	P	0	0.14010278381027	Akkermansia
Cage	0.12427844541421	0.0410281968519776	3.02909839939066	P	0	0.12892844697392	Akkermansia
vm(Mouse, kinship.mat.x2)	0.146158407075046	0.0762988792339529	1.91560359133042	P	0	0.151627069147528	Akkermansia
units!R	0.460019788660959	0.0631000215265031	7.29032696871177	P	0	0.477231886282887	Akkermansia
Cohort	0.689086953079538	0.30361120357438	2.26963611674074	P	0.3	0.65015196750925	Alistipes
Batch	0.0263979201414404	0.02291674100077	1.15190550613429	P	0.2	0.0249063774047809	Alistipes
Cage	0.024515248567962	0.0150139037684758	1.63283639924721	P	0	0.023130081072075	Alistipes
vm(Mouse, kinship.mat.x2)	0.0115602270256119	0.0383487586171599	0.301449836773571	P	0.9	0.0109070478144544	Alistipes
units!R	0.30832562787402	0.0368145359127049	8.37510565405809	P	0	0.29090452619944	Alistipes
Cohort	0.027992566576324	0.0275646569416152	1.0155238512714	P	0	0.0295721011084208	AM0715
Batch	4.32263116971536e-08	NA	NA	B	NA	4.56654396647399e-08	AM0715
Cage	0.119671194934966	0.0442581530279723	2.7039355858192	P	0	0.126423872806846	AM0715
vm(Mouse, kinship.mat.x2)	2.86542775095695e-07	NA	NA	B	NA	3.02711503566963e-07	AM0715
units!R	0.798922912250225	0.0553596514821693	14.4315018404252	P	0	0.84400367770779	AM0715
Cohort	0.0283093250589853	0.0605720916202764	0.467365816529089	P	0.7	0.0271549070540977	Anaerotignum
Batch	0.156706283418811	0.0836744542347315	1.87280914888556	P	0.6	0.15031600195923	Anaerotignum
Cage	0.0589095027358234	0.0363528621687762	1.62049146123139	P	0.3	0.0565072486914225	Anaerotignum
vm(Mouse, kinship.mat.x2)	0.15817666223589	0.0917085722897954	1.72477510320473	P	0.1	0.151726420612056	Anaerotignum
units!R	0.640410543112198	0.0804952581657203	7.95587911270186	P	0	0.614295421683194	Anaerotignum
Cohort	0.0218890408738308	0.0310514145583221	0.704928943984755	P	1.3	0.0233734462425387	Anaerotruncus
Batch	0.0104701248836838	0.0385377672882272	0.27168478146066	P	7.8	0.0111801564322549	Anaerotruncus
Cage	0.104648793837888	0.0441698723396706	2.36923469085734	P	0.6	0.111745552087696	Anaerotruncus
vm(Mouse, kinship.mat.x2)	0.237047091708251	0.0979069058708022	2.42114781996132	P	0.2	0.253122440902239	Anaerotruncus
units!R	0.562436754256184	0.0796527762400508	7.06110672854841	P	0	0.600578404335271	Anaerotruncus
Cohort	0.0164752508716373	0.0455623993423929	0.361597525798167	P	1.3	0.0169667787194671	AnaerovoracaceaeNOV
Batch	0.104016238944975	0.0603746244474482	1.72284697249775	P	0.3	0.107119492331908	AnaerovoracaceaeNOV
Cage	0.00831680404297197	0.0303336555271581	0.274177440814077	P	1.7	0.00856493020650748	AnaerovoracaceaeNOV
vm(Mouse, kinship.mat.x2)	0.124449676732337	0.0969053190779006	1.2842398943271	P	0	0.128162547768047	AnaerovoracaceaeNOV
units!R	0.71777201359324	0.0879429322002704	8.16179305869259	P	0	0.739186250974071	AnaerovoracaceaeNOV
Cohort	0.000931792766017029	0.0233961986023763	0.0398266736341684	P	19.5	0.000993928717513804	Angelakisella
Batch	0.0207494888486597	0.0378868904364074	0.547669355010472	P	2.4	0.0221331540580327	Angelakisella
Cage	0.0673153613254532	0.039753963131848	1.69329938507502	P	0.7	0.0718042393022434	Angelakisella
vm(Mouse, kinship.mat.x2)	0.252136280875761	0.104792566610231	2.40605120221519	P	0.1	0.268949813122895	Angelakisella
units!R	0.596351575422444	0.0845416143281387	7.05394118815584	P	0	0.636118864799315	Angelakisella
Cohort	0.00744412516577982	0.0223424584078281	0.333182903595409	P	2.6	0.00795143449995982	ASF356
Batch	0.0158838227241832	0.0300452375204643	0.528663576494095	P	1.4	0.0169662886084863	ASF356
Cage	0.0233622409107467	0.0352112854765236	0.663487305123324	P	1.5	0.0249543531626828	ASF356
vm(Mouse, kinship.mat.x2)	0.00860197222251974	0.0965438601281761	0.0890991121662151	P	3	0.00918818762106002	ASF356
units!R	0.88090685637639	0.0974671961841175	9.03798294056125	P	0	0.940939736107811	ASF356
Cohort	0.0342044842797132	0.0286610648487941	1.19341289167602	P	0.2	0.0379732556084844	Bacteroides
Batch	0.00123603294367596	0.0227720900673476	0.0542784144986445	P	1.8	0.00137222343500009	Bacteroides
Cage	0.0456692999428989	0.0346316529541418	1.31871556934844	P	0.2	0.050701305302849	Bacteroides
vm(Mouse, kinship.mat.x2)	0.0961739212202852	0.0943201723192809	1.01965379043975	P	0.6	0.106770704785459	Bacteroides
units!R	0.723468218000092	0.084849152051768	8.52652266411208	P	0	0.803182510868208	Bacteroides
Cohort	0.115279296939303	0.0787496714417066	1.4638701956317	P	0	0.106655567702282	Bifidobacterium
Batch	3.46566089767805e-08	NA	NA	B	NA	3.20640427482892e-08	Bifidobacterium
Cage	0.448539694337213	0.0893765805132635	5.01853720249064	P	0	0.414985665307552	Bifidobacterium
vm(Mouse, kinship.mat.x2)	2.23888101248242e-07	NA	NA	B	NA	2.07139644102705e-07	Bifidobacterium
units!R	0.517036625055303	0.0363214977739179	14.2350028700243	P	0	0.478358527786479	Bifidobacterium
Cohort	0.0825849856459094	0.0589010258401922	1.40209757755282	P	0.3	0.0862877639445309	BorkfalkiaceaeNOV
Batch	0.0339022339951118	0.0364902560958869	0.929076351397084	P	1.5	0.0354222736891322	BorkfalkiaceaeNOV
Cage	0.0869743833708209	0.0394241059529879	2.20612189594192	P	0.2	0.0908739645932753	BorkfalkiaceaeNOV
vm(Mouse, kinship.mat.x2)	0.0350670252215237	0.0861186695107194	0.407194228856019	P	0.3	0.0366392894651018	BorkfalkiaceaeNOV
