feature	is.community.feat	solution.age	std.error.age	pval.age	padj.age
Acetatifactor	N	-0.162767133040291	0.0425611461984741	0.000248499805797697	0.00098235079479402
Adlercreutzia	N	0.111301410971348	0.0509962041943748	0.0317926507461757	0.0600264226774809
Akkermansia	N	-0.021120236289381	0.0544592256821344	0.699118046796645	0.743180108569543
Anaerotruncus	N	0.0567276110218162	0.0409360702965044	0.169931749724059	0.242917814191207
Bacteria_unclassified	N	-0.104418431730419	0.0472931096736634	0.0302102082663613	0.0587937130106878
Barnesiella	N	-0.0186449105751809	0.0468344181375087	0.691594563371869	0.738284491700771
Bifidobacterium	N	0.344896043091783	0.050544153708608	1.71545301420257e-09	2.55299772113677e-08
Blautia	N	-0.153674978244831	0.0469451633236289	0.00168333882755511	0.00507005623061241
Candidatus_Metalachnospira	N	0.0400618877076343	0.0544307154424619	0.464178650575513	0.538702745851399
Candidatus_Metaruminococcus	N	-0.0981573257832351	0.0472012037977817	0.0414942244156569	0.0740191895954348
Clostridiaceae_unclassified	N	0.061757925753716	0.0474241241017389	0.196672724261315	0.270424995859308
Clostridium	N	0.0824805364013254	0.0447469583970459	0.0690285686813868	0.114896236028887
Desulfovibrio	N	0.0799200580554777	0.0491473594187591	0.108702347914216	0.165672855556004
Dorea	N	0.223661264041694	0.0464326074854785	7.21426710558437e-06	4.05602128380632e-05
Duncaniella	N	0.0817142222538006	0.0526022008152076	0.123593143745195	0.184448767762764
Enterococcus	N	0.142391729585895	0.0438186613879657	0.00172686776762684	0.00513997112011283
Enterorhabdus	N	0.0858298506082998	0.0518526164500015	0.100945139607253	0.157648890868117
Erysipelatoclostridium	N	-0.0252868793012612	0.0502501945186422	0.61631385947225	0.672100889855514
Escherichia	N	0.12271570601851	0.0413671914914571	0.00410138380822411	0.0106974237472237
Eubacteriales_unclassified	N	-0.113515819675103	0.0489870137711133	0.022887299232016	0.0463238936456003
GGB14001	N	-0.289985471429765	0.0472500470457487	1.00940000404065e-07	1.02151280408913e-06
GGB1559	N	-0.137375355495483	0.0484452568627844	0.00577078184674612	0.0137736585587431
GGB20145	N	-0.111155243566118	0.0442803680224	0.0149966521098457	0.0321538388456861
GGB20146	N	-0.285085589255676	0.0454076492903514	1.35106288669589e-08	1.62770909682886e-07
GGB20149	N	-0.0340069591383608	0.053359498181122	0.525882065118145	0.595472812572642
GGB2126	N	0.0258239816964938	0.0401086359276729	0.521453417275581	0.594268984552802
GGB24102	N	-0.160439891758636	0.0424644109129402	0.000308461364452231	0.00118243523040022
GGB25041	N	0.0976919670756545	0.0551205279314954	0.0807643312271488	0.130148890448845
GGB25052	N	-0.010394743614475	0.0423724165673604	0.807467651569557	0.833833942233053
GGB27860	N	-0.245213401198252	0.0445608018428821	4.34504702678679e-07	3.54611902508728e-06
GGB27861	N	0.581484247518939	0.0477496844059666	1.47860289810923e-25	1.87043266610817e-23
GGB27875	N	-0.377457005706447	0.0554938080205902	8.43471229465331e-10	1.42265480703153e-08
GGB27876	N	-0.108918100043907	0.0409557262851853	0.00981970075473127	0.0217928446574299
GGB27879	N	-0.321964028556393	0.0460388429247449	4.60418857942904e-10	9.7071642549629e-09
GGB27903	N	-0.0663259071986635	0.0364386484836055	0.0734739995707435	0.119928528331601
GGB27905	N	0.108050390883364	0.0523733880611854	0.0421092615833383	0.0745010012628293
GGB27918	N	-0.200576683723993	0.0527237522417518	0.000333052068138238	0.0012391496064555
GGB27929	N	0.363188447442033	0.0537845446019902	9.402847715086e-10	1.48682529494797e-08
GGB28310	N	0.398654883900543	0.0571434108165326	3.08556235208594e-10	7.80647275077744e-09
GGB28330	N	0.0625965873571377	0.04638578890033	0.181044013793413	0.254467419387409
GGB28356	N	-0.146890305175436	0.0401293203609644	0.000452468297495541	0.00156814355159414
GGB28381	N	-0.0757361843311389	0.0476678203940174	0.115860910785587	0.174481014456867
GGB28382	N	-0.191063190066122	0.0325816830099671	8.62099361946492e-09	1.09055569286231e-07
GGB28392	N	-0.0339897446264236	0.0490993576128905	0.49059602487664	0.564185428608136
GGB28394	N	0.116663880450651	0.0406014326002152	0.0054903013084721	0.0132290117242233
GGB28396	N	-0.077881376986273	0.0376169552906618	0.0430140881392643	0.0750521675809233
GGB28404	N	-0.276106179592638	0.038296920132598	4.40055660116734e-10	9.7071642549629e-09
GGB28411	N	-0.0206291198192069	0.0483473844848454	0.670853340782487	0.719177522110039
GGB28418	N	-0.186214993793609	0.0400198090548485	1.74598746939166e-05	9.01499652563451e-05
GGB28420	N	-0.0435862924126386	0.040259203444413	0.282703335959215	0.363065705571987
GGB28422	N	0.0506622196746064	0.0426146924344528	0.238338807582748	0.31736693851808
GGB28430	N	-0.185374268547912	0.0344406508501822	3.6411470474728e-06	2.27397280622034e-05
GGB28431	N	-0.269455524929273	0.033642018151508	2.63293393545683e-10	7.51823819366907e-09
GGB28433	N	0.122986485880638	0.0461670538937954	0.00933373109220688	0.0210842318422173
GGB28436	N	-0.125040706979918	0.0424635868360576	0.00432225259448266	0.011158468432695
GGB28437	N	-0.141099873909716	0.0450449677786913	0.00245597965794022	0.00698160509504355
GGB28439	N	-0.164943265063091	0.0401357810377265	0.000106288147001283	0.000488925476205903
GGB28456	N	-0.256440983421199	0.0348823610579278	8.50890329913934e-13	5.38188133670563e-11
GGB28632	N	0.0570378789305238	0.041166344637995	0.169946454987524	0.242917814191207
GGB28645	N	-0.00817499897611949	0.0463329502247979	0.860535696817824	0.877885206834312
GGB28763	N	-0.251487327815722	0.043776127315131	3.02376016747735e-07	2.55003774123923e-06
GGB28766	N	0.163982971343539	0.0486495592687349	0.00118132322065229	0.00373593468531286
GGB28769	N	-0.12862991920276	0.0466459809436362	0.00741570143397632	0.0172125914017983
GGB28776	N	-0.182224322229531	0.0522203442269285	0.000787392002908221	0.00255397662481769
GGB28778	N	-0.0787928488936102	0.0480714712173514	0.104696018904469	0.162503636704483
GGB28782	N	0.0686379317599086	0.05059752217311	0.178932652336484	0.252904810285646
GGB28784	N	-0.152810405146412	0.0457182299079493	0.00132029703259319	0.00412389073143304
GGB28790	N	-0.162559780891441	0.0536382639971731	0.00314421159836018	0.00874159927895741
GGB28791	N	0.0489011773859262	0.050934520620424	0.33973019369809	0.411252339739793
GGB28792	N	0.00981687722818936	0.0531478430105286	0.853936679512156	0.874680080633909
GGB28793	N	-0.0701804332474823	0.0451610305041353	0.123937907192371	0.184448767762764
GGB28798	N	-0.0665728164553567	0.0474565662493842	0.165303437354618	0.240354997992634
GGB28802	N	-0.262272316481846	0.0448247695749286	1.07989663489831e-07	1.05082249472797e-06
GGB28807	N	-0.130403197361891	0.0492864445578776	0.0105618131657245	0.0232359889645939
GGB28818	N	0.0585796484570056	0.0617975089011542	0.345280927491349	0.415981307882435
GGB28828	N	-0.187124087753672	0.0477239491516839	0.000235168150322494	0.00095963777470308
GGB28829	N	-0.201477840747663	0.0543221640613888	0.000367411059299763	0.00130922532398366
GGB28836	N	-0.122817035089221	0.040150710441999	0.00341840116336416	0.00929952144442077
GGB28841	N	0.0387245050055889	0.0401598731277382	0.33889331835784	0.411252339739793
GGB28844	N	-0.076730850282799	0.047050390693231	0.106832872462101	0.163810404441888
GGB28846	N	0.0288730029187285	0.0484703273517575	0.552967114995267	0.619029557937179
GGB28849	N	0.0728440442553913	0.0445150200206618	0.105356851837385	0.162532216554015
GGB28851	N	-0.19293078877769	0.0444346699800789	4.76214802453633e-05	0.000231696817347633
GGB28853	N	-0.0803106046111498	0.0473755793286718	0.0939874956730814	0.147694636057699
GGB28854	N	0.119157779575786	0.0447689870150496	0.00959489542682376	0.0214823764866054
GGB28859	N	-0.12904801328892	0.0455092128405882	0.00584636990957566	0.013823659692735
GGB28862	N	-0.309698835946853	0.0502986862265864	3.00812285191926e-08	3.17106283973155e-07
GGB28864	N	0.479477777776614	0.069766737404203	2.67447208470441e-10	7.51823819366907e-09
GGB28866	N	-0.209612650727967	0.0418383067615683	3.68509427094995e-06	2.27397280622034e-05
GGB28869	N	-0.146140668177504	0.048011951261096	0.00324156267674824	0.00891429736105767
GGB28870	N	0.11663757767341	0.0547033502007561	0.0358115872322719	0.0666200850717999
GGB28875	N	-0.131851453903882	0.0528038207417281	0.0144967841846241	0.0313477469975205
GGB28879	N	-0.0355783634839778	0.0480206910932182	0.46111663213647	0.537615243919479
GGB28881	N	0.0664495790781518	0.0507185935936525	0.193974017648544	0.268171729317386
GGB28883	N	-0.186725027172101	0.0519821987382992	0.000537642943670307	0.00183815763173767
GGB28888	N	0.112553073492794	0.0470610064248369	0.0191108353703644	0.0396314864647722
GGB28889	N	-0.0540983523877829	0.0489949048761086	0.272854383096458	0.354011071402071
GGB28892	N	-0.030062699258362	0.0524612831355167	0.568168908778001	0.633245523880327
GGB28893	N	-0.035973055098594	0.0395832885273145	0.365994720840324	0.438846750581052
GGB28895	N	-0.286500202212865	0.0393149246847431	1.78836182201338e-10	6.46365058527693e-09
GGB28898	N	-0.101437832172893	0.0488720477086968	0.0415443672828132	0.0740191895954348
GGB28901	N	-0.169179258034014	0.0452159808780206	0.000324928313196694	0.00122696810804125
GGB28904	N	-0.103761240142249	0.0514542728120828	0.0468825884601817	0.0806890808192243
GGB28909	N	-0.122577869186058	0.0469762525414628	0.0109572664002034	0.0238981758556161
GGB28916	N	-0.20031467268282	0.0504105205543391	0.000150488007162314	0.00066795554056255
GGB28924	N	0.0540539916834657	0.0530354411205169	0.311444862230114	0.384368537288873
GGB28926	N	-0.213079987045191	0.0456522708935784	1.0565165458723e-05	5.81084100229764e-05
