feature	herit	herit.se	LRT.pval
Acetatifactor_MGBC107450	0.0686742300003947	0.0224036188468522	0.000174432982386175
Acetatifactor_MGBC108232	0.0467894954880858	0.0293250013097898	0.0984394809934109
Acetatifactor_MGBC113998	0.0331796723505782	0.0238824334051343	0.126255618588189
Acetatifactor_MGBC130773	0.102434284938062	0.0309192212191689	0.000256607639585682
Acetatifactor_MGBC130908	0.123791908319497	0.0337767116495981	4.50195649056573e-05
Acetatifactor_MGBC140221	0.0978722823435439	0.0358907800354122	0.00384351502860292
Acetatifactor_MGBC146413	0.00353904153298206	0.0102061059108564	0.719299514759886
Acetatifactor_MGBC159247	0.0432522297644002	0.0258839724527774	0.0949957910603759
Acetatifactor_MGBC162151	0.0626692383322597	0.0236549312519192	0.00467537661062956
Acetatifactor_MGBC165152	0.00506286063938399	0.0199353570689187	0.797248709530872
Acetatifactor_sp003612485	0.0527724532741756	0.0284497450905793	0.0452476952283248
Acutalibacter_MGBC101916	0.0159306500677871	0.0191693249153264	0.371006172969726
Acutalibacter_MGBC115182	0.0835852530125388	0.0268542017377822	0.000388448743897762
Acutalibacter_muris	0.0826097472899143	0.0304767777688035	0.0029327350801529
Adlercreutzia_caecimuris	0.111865442430844	0.030353550255273	2.31888368615873e-05
Adlercreutzia_sp004793465	0.0839265786074875	0.0263482363236049	0.000182555975217213
Akkermansia_muciniphila	0.112766664402448	0.0286646908134425	1.1733323005414e-06
Alistipes_sp002428825	0.0866880054412156	0.0266843805696538	2.9646323734811e-06
AM0715_MGBC109914	0.0901858162668923	0.0326540766402466	0.00242471277603717
Anaerotignum_MGBC136833	0.0836007687838578	0.0314877647387021	0.00227269367998817
Anaerotruncus_sp000403395	0.0761695510447664	0.0337932353862876	0.0114731666693376
Angelakisella_MGBC131977	0.0697285696679261	0.0297928678160956	0.0123569960289627
Angelakisella_MGBC161672	0.0601667517536413	0.0291236002043835	0.0227690432934476
ASF356_MGBC162170	0.140423309067716	0.0382760686768466	3.60384439601624e-05
Bifidobacterium_globosum	0.0969824527083044	0.0266017111495098	6.08835078397263e-06
BorkfalkiaceaeNOV_MGBC107413	0.0810427472711123	0.0338064416248598	0.00864842215240924
ButyricicoccaceaeNOV_MGBC000503	0.0718966307506267	0.0259661138706106	0.000921103839522153
ButyricicoccaceaeNOV_MGBC165025	0.0539251702483654	0.0229646171547491	0.0043486054055254
CAG303_MGBC104195	0.045598385584825	0.0255052931464298	0.0453797407881592
CAG475_MGBC105042	0.147449522887296	0.0378532781872597	4.61823692909924e-06
CAG485_MGBC118072	0.19899369951408	0.0400532724915435	4.25874280285399e-09
CAG485_sp002362485	0.10542367254654	0.0325786346221803	0.000227905251371285
CAG485_sp003979075	3.05451311932905e-08	4.18632559989008e-09	0.986700188091298
CAG510_sp003979355	0.0288195188992666	0.00942284692334879	0.0055496334909011
CAG552NOV_MGBC105483	0.0980532279707332	0.0412232003966621	0.00915611586967724
CAG552NOV_MGBC107581	0.0695419036281589	0.0360375189105469	0.0267274054836225
CAG56_sp004793585	0.0714613794050033	0.028819676457847	0.00409130485560205
CAG582_MGBC164624	0.0842759369693199	0.0306326989217026	0.00115359351482536
CAG81_MGBC118027	0.0597146758131035	0.0296052476986825	0.0461810350403496
CAG873_MGBC106841	0.105456840567147	0.0300945991786832	1.2774422713413e-05
CAG873_MGBC112867	0.0413997529896425	0.0108696605304021	3.48048958349612e-05
CAG873_MGBC156312	0.103821335426399	0.0303802126042058	1.6208713906396e-05
CAG873_MGBC157102	0.097888839541052	0.0335280054794313	0.000805029304798976
CAG873_MGBC163040	0.0808601813157911	0.0349943515212172	0.00672605700362783
CAG873_sp001689665	0.0966833166344388	0.030858406649042	0.0003151704607256
CAG95_MGBC105224	0.0467353453333719	0.0261840040744948	0.054159065726744
