fixef	feature	fixef.value	solution	std.error	z.ratio	Df	Wald(inc)	Pr(chisq)(inc)	Wald(con)	Pr(chisq)(con)	Margin
(Intercept)	Acetatifactor	NA	-0.00761539966328323	0.271874984532517	-0.028010667021748	1	0.000786	0.977633684596289	0.000786	0.977633684596289	 
(Intercept)	Acutalibacter	NA	-0.0135504569260332	0.25846372700114	-0.0524269191783859	1	0.002749	0.958185347820027	0.002749	0.958185347820027	 
(Intercept)	Adlercreutzia	NA	-0.0057367139298045	0.257408952790066	-0.0222863807479267	1	0.0004927	0.98229093300258	0.0004927	0.98229093300258	 
(Intercept)	AF3328	NA	0.0134919931557568	0.154240424430827	0.087473781309566	1	0.007651	0.930297934632938	0.007651	0.930297934632938	 
(Intercept)	Akkermansia	NA	-0.0123434161046078	0.183644185992707	-0.0672137592479947	1	0.00452	0.946397850096787	0.00452	0.946397850096787	 
(Intercept)	Alistipes	NA	-0.0555337062840342	0.300858490667785	-0.184584141736441	1	0.03406	0.853579248946169	0.03406	0.853579248946169	 
(Intercept)	AM0715	NA	0.0161899767575343	0.213980838391922	0.0756608716892731	1	0.005728	0.939670862287798	0.005728	0.939670862287798	 
(Intercept)	Anaerotignum	NA	0.0192079477441668	0.295672588329308	0.064963572892235	1	0.00422	0.948204632468032	0.00422	0.948204632468032	 
(Intercept)	Anaerotruncus	NA	0.00210748078393366	0.261086259603297	0.00807197126013386	1	6.434e-05	0.993600059554233	6.434e-05	0.993600059554233	 
(Intercept)	AnaerovoracaceaeNOV	NA	-0.0209277269178281	0.268362633713902	-0.0779830136118685	1	0.006081	0.937843352220193	0.006081	0.937843352220193	 
(Intercept)	Angelakisella	NA	-0.0097604018507887	0.319188541452722	-0.0305787977424446	1	0.0009342	0.975616705868014	0.0009342	0.975616705868014	 
(Intercept)	ASF356	NA	-0.0271468038380553	0.246661382858731	-0.110056967667301	1	0.01215	0.91222931936273	0.01215	0.91222931936273	 
(Intercept)	Bacteroides	NA	0.0491508674464518	0.254912688809312	0.192814518869319	1	0.03718	0.847099030656825	0.03718	0.847099030656825	 
(Intercept)	Bifidobacterium	NA	-0.0271257888515185	0.14804516717167	-0.183226439401862	1	0.03376	0.854218255112955	0.03376	0.854218255112955	 
(Intercept)	BorkfalkiaceaeNOV	NA	-0.00518442226670806	0.178010203652477	-0.0291242982724148	1	0.0008447	0.976813768345935	0.0008447	0.976813768345935	 
