term	component	std.error	z.ratio	bound	%ch	PVE	feature
Cohort	0.117657823067888	0.0674424719054641	1.74456569790047	P	0	0.110115639993284	Acetatifactor
Batch	3.57004527791013e-07	NA	NA	B	NA	3.34119576864216e-07	Acetatifactor
Cage	0.0821916979829232	0.0348072715221413	2.36133699622621	P	0	0.0769229889652313	Acetatifactor
vm(Mouse, kinship.mat.x2)	0.207551689648783	0.0994282755288888	2.08745136677423	P	0.1	0.194247067822903	Acetatifactor
units!R	0.661091727844667	0.0834726608650969	7.91985928078992	P	0	0.618713969099004	Acetatifactor
Cohort	0.0384539466613406	0.0315928315720297	1.21717316074274	P	0	0.0367092867756083	Acutalibacter
Batch	1.25738695363923e-07	NA	NA	B	NA	1.20033916610841e-07	Acutalibacter
Cage	0.080458753463446	0.04130742411857	1.94780369825277	P	0	0.0768083307679566	Acutalibacter
vm(Mouse, kinship.mat.x2)	0.209816270861062	0.099201205244897	2.11505767841319	P	0	0.200296883049739	Acutalibacter
units!R	0.718797293433805	0.0846641770348724	8.48998146096358	P	0	0.686185379372779	Acutalibacter
Cohort	0.162781629419874	0.0882474362712834	1.8446046287335	P	0.1	0.154860638397171	Adlercreutzia
Batch	0.0167276256389277	0.023645452014615	0.707435223847215	P	0.3	0.0159136555798413	Adlercreutzia
Cage	0.0201808897409613	0.0284096161284648	0.710354186051153	P	0.1	0.0191988830671247	Adlercreutzia
vm(Mouse, kinship.mat.x2)	0.165126022162562	0.088065970213437	1.8750264348688	P	0.1	0.157090952457058	Adlercreutzia
units!R	0.686332989496579	0.0768084558954301	8.93564362797474	P	0	0.652935870498805	Adlercreutzia
Cohort	7.71392533871037e-08	NA	NA	B	NA	7.59021320732291e-08	AF3328
Batch	7.71392533871037e-08	NA	NA	B	NA	7.59021320732291e-08	AF3328
Cage	0.183720896406633	0.0504875379219759	3.6389355466404	P	0	0.180774471249933	AF3328
vm(Mouse, kinship.mat.x2)	0.0702787384059163	0.0872551606395521	0.805439333224486	P	0	0.0691516426488718	AF3328
units!R	0.762299111612828	0.0835226501498588	9.12685493390222	P	0	0.75007373429693	AF3328
Cohort	0.182624897891119	0.0996403877431513	1.83284009654681	P	0	0.177538649601083	Akkermansia
Batch	6.60697248449866e-08	NA	NA	B	NA	6.42296305922503e-08	Akkermansia
Cage	0.149622428153949	0.0415316778612296	3.60260976341684	P	0	0.145455324828296	Akkermansia
vm(Mouse, kinship.mat.x2)	0.043492552073122	0.0710779409806769	0.611899437055243	P	0.1	0.0422812499934727	Akkermansia
units!R	0.65290873767074	0.0695158546446391	9.392227730039	P	0	0.634724711347518	Akkermansia
Cohort	0.675737781129703	0.327075076915369	2.06600205525458	P	0	0.62709320436447	Alistipes
Batch	0.00589091463974957	0.0151887446378358	0.387847368575483	P	0.2	0.00546684326559663	Alistipes
Cage	0.0991624484785415	0.0260909610127757	3.80064377199389	P	0	0.0920240059170223	Alistipes
vm(Mouse, kinship.mat.x2)	0.0735023218735379	0.0309630105701189	2.37387516653409	P	0	0.0682110840019147	Alistipes
units!R	0.223278059812211	0.0260276709218584	8.57848789015921	P	0	0.207204862450996	Alistipes
Cohort	0.0282610327743574	0.0285086955718823	0.991312727834199	P	0	0.0274248535068054	AM0715
Batch	0.0189327120215847	0.0291411258586606	0.64969047913288	P	0	0.0183725364116776	AM0715
Cage	0.058174432931495	0.0377326898481466	1.54175154661953	P	0	0.0564531846279636	AM0715
vm(Mouse, kinship.mat.x2)	0.13888714153838	0.0921907263978483	1.50651965729193	P	0.2	0.134777788946379	AM0715
units!R	0.786234516070748	0.085837738156564	9.15954372698746	P	0	0.762971636507174	AM0715
Cohort	0.112823018285171	0.0648395329417716	1.74003440750398	P	0	0.104517489935765	Anaerotignum
Batch	1.84673536752681e-07	NA	NA	B	NA	1.71078693092254e-07	Anaerotignum
Cage	0.0568339414768016	0.0318086348817797	1.78674569619322	P	0	0.0526500797142052	Anaerotignum
vm(Mouse, kinship.mat.x2)	0.25710189080131	0.100623943440799	2.55507667469396	P	0	0.238175194146743	Anaerotignum
units!R	0.652706404992469	0.0823896317543226	7.92219107058	P	0	0.604657065124594	Anaerotignum
Cohort	0.0436009731284117	0.0371886020719868	1.1724283973894	P	0	0.0417097381414701	Anaerotruncus
Batch	0.02100254420437	0.0296700514363597	0.70787016495132	P	0.4	0.020091538243629	Anaerotruncus
Cage	0.0549796884015558	0.0366377715537571	1.50062861549552	P	0.1	0.0525948904758321	Anaerotruncus
vm(Mouse, kinship.mat.x2)	0.211139301265031	0.0990282696865729	2.13211138529728	P	0	0.201980926921074	Anaerotruncus
